shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
charcoal,yellow,silver,formal,graphic_tee,track_pants,derbies,skinny,freezing,gym,trench,0.05
gold,silver,black,casual,long_sleeve,sweatpants,running_shoes,relaxed,warm,date,varsity_jacket,0.5
brown,brown,green,streetwear,turtleneck,sweatpants,loafers,slim,warm,business,bomber,0.0
silver,olive,green,casual,oxford,joggers,chunky_sneakers,oversized,hot,gym,overcoat,0.0
red,navy,beige,gorpcore,dress_shirt,joggers,loafers,oversized,mild,date,parka,0.3
charcoal,silver,gold,streetwear,graphic_tee,jeans,chunky_sneakers,slim,freezing,party,blazer,0.5
blue,black,grey,smart_casual,sweatshirt,joggers,sneakers,oversized,freezing,business,peacoat,0.0
red,red,gold,gorpcore,henley,pleated_trousers,running_shoes,cropped,mild,travel,none,0.5
burgundy,cream,olive,casual,hoodie,carpenter_pants,sneakers,oversized,mild,gym,denim_jacket,0.25
blue,beige,olive,minimal,tee,joggers,derbies,oversized,hot,university,none,0.5
grey,grey,charcoal,formal,overshirt,carpenter_pants,sneakers,slim,hot,business,parka,0.25
silver,gold,cream,streetwear,long_sleeve,pleated_trousers,chelsea_boots,regular,warm,university,leather_jacket,0.5
grey,brown,white,old_money,oxford,sweatpants,slides,oversized,cold,business,gilet,0.0
white,red,grey,formal,hoodie,jeans,sandals,slim,warm,travel,windbreaker,0.0
grey,black,red,old_money,graphic_tee,pleated_trousers,derbies,skinny,mild,club,trench,0.25
brown,black,black,formal,long_sleeve,track_pants,sneakers,regular,cold,lounge,peacoat,0.5
grey,black,yellow,vintage,oxford,jeans,chunky_sneakers,regular,mild,club,peacoat,0.5
grey,charcoal,brown,athleisure,hoodie,joggers,sandals,oversized,freezing,party,varsity_jacket,0.5
navy,charcoal,burgundy,gorpcore,oxford,cargos,boots,cropped,freezing,lounge,puffer,0.75
gold,brown,gold,casual,sweatshirt,carpenter_pants,sneakers,oversized,mild,club,blazer,0.55
gold,olive,burgundy,athleisure,sweatshirt,pleated_trousers,chelsea_boots,cropped,warm,lounge,none,0.5
gold,cream,brown,old_money,flannel,cargos,slides,relaxed,mild,lounge,leather_jacket,0.25
black,beige,burgundy,gorpcore,turtleneck,chinos,loafers,regular,warm,club,suit_jacket,0.3
gold,burgundy,burgundy,athleisure,graphic_tee,trousers,boots,regular,hot,club,overcoat,0.1
navy,black,burgundy,smart_casual,flannel,pleated_trousers,boots,relaxed,hot,business,bomber,0.25
olive,red,green,casual,flannel,shorts,sneakers,oversized,freezing,club,none,0.0
brown,brown,white,minimal,dress_shirt,cargos,loafers,cropped,warm,club,peacoat,0.5
charcoal,red,brown,minimal,flannel,chinos,chelsea_boots,relaxed,warm,club,varsity_jacket,0.5
beige,cream,cream,athleisure,flannel,pleated_trousers,boots,slim,warm,university,blazer,0.5
green,white,black,minimal,sweatshirt,cargos,slides,cropped,hot,date,puffer,0.25
black,silver,silver,casual,dress_shirt,joggers,sneakers,oversized,mild,business,denim_jacket,0.0
white,red,yellow,athleisure,long_sleeve,track_pants,chunky_sneakers,relaxed,warm,travel,varsity_jacket,0.5
blue,burgundy,charcoal,athleisure,oxford,cargos,running_shoes,skinny,mild,university,suit_jacket,0.4
gold,beige,gold,streetwear,long_sleeve,carpenter_pants,slides,skinny,warm,club,leather_jacket,0.55
cream,white,gold,streetwear,sweater,trousers,chunky_sneakers,cropped,freezing,date,denim_jacket,0.5
black,cream,beige,streetwear,hoodie,swim_shorts,running_shoes,regular,warm,university,parka,0.5
cream,yellow,red,streetwear,sweater,track_pants,chelsea_boots,cropped,freezing,club,leather_jacket,0.5
black,brown,olive,gorpcore,flannel,jeans,running_shoes,cropped,warm,gym,overcoat,0.1
brown,black,green,gorpcore,flannel,shorts,sandals,slim,hot,party,none,0.5
black,black,white,casual,henley,track_pants,sandals,skinny,hot,lounge,varsity_jacket,0.25
yellow,white,gold,vintage,polo,shorts,sneakers,slim,cold,business,trench,0.0
yellow,white,red,athleisure,polo,jeans,chelsea_boots,cropped,freezing,party,gilet,0.05000000000000002
olive,burgundy,green,minimal,oxford,sweatpants,sneakers,skinny,hot,party,parka,0.1
blue,burgundy,cream,casual,flannel,joggers,loafers,oversized,hot,date,parka,0.25
navy,grey,green,minimal,flannel,shorts,loafers,slim,cold,lounge,puffer,0.5
gold,gold,blue,formal,henley,joggers,loafers,regular,hot,gym,leather_jacket,0.0
olive,black,charcoal,minimal,tee,swim_shorts,sandals,cropped,hot,club,windbreaker,0.25
blue,silver,grey,streetwear,overshirt,track_pants,sandals,relaxed,hot,university,puffer,0.25
yellow,black,white,old_money,overshirt,carpenter_pants,slides,oversized,cold,date,parka,0.4
silver,cream,black,smart_casual,flannel,jeans,boots,skinny,mild,lounge,blazer,0.5
yellow,black,red,athleisure,flannel,shorts,sandals,skinny,hot,gym,blazer,0.15
beige,burgundy,yellow,streetwear,cardigan,track_pants,running_shoes,regular,hot,lounge,gilet,0.5
brown,green,blue,old_money,long_sleeve,cargos,slides,relaxed,hot,club,denim_jacket,0.0
red,blue,gold,streetwear,flannel,shorts,sneakers,regular,cold,date,puffer,0.5
cream,white,yellow,minimal,oxford,trousers,sandals,skinny,hot,date,leather_jacket,0.25
grey,black,olive,gorpcore,cardigan,joggers,slides,cropped,warm,club,parka,0.5
navy,beige,beige,vintage,polo,trousers,sneakers,skinny,warm,lounge,parka,0.5
yellow,navy,charcoal,minimal,hoodie,joggers,running_shoes,cropped,freezing,date,puffer,0.65
silver,yellow,yellow,streetwear,hoodie,carpenter_pants,chunky_sneakers,slim,hot,travel,blazer,0.25
brown,olive,gold,athleisure,hoodie,cargos,chunky_sneakers,cropped,freezing,travel,trench,0.5
gold,blue,navy,athleisure,henley,trousers,slides,slim,freezing,gym,gilet,0.1
navy,yellow,cream,gorpcore,long_sleeve,carpenter_pants,running_shoes,skinny,freezing,gym,parka,0.5
green,green,black,formal,long_sleeve,sweatpants,chelsea_boots,cropped,cold,university,blazer,0.0
white,navy,burgundy,vintage,sweater,cargos,derbies,oversized,hot,party,none,0.5
white,cream,silver,vintage,flannel,joggers,sneakers,cropped,warm,travel,puffer,0.5
navy,navy,grey,vintage,sweatshirt,carpenter_pants,running_shoes,regular,cold,gym,puffer,0.25
white,grey,charcoal,casual,hoodie,sweatpants,loafers,regular,hot,business,varsity_jacket,0.0
black,burgundy,brown,streetwear,tee,chinos,derbies,skinny,mild,date,blazer,0.5
yellow,red,gold,minimal,graphic_tee,sweatpants,loafers,skinny,warm,club,varsity_jacket,0.5
brown,yellow,red,streetwear,henley,cargos,loafers,cropped,hot,party,gilet,0.5
blue,cream,green,streetwear,long_sleeve,swim_shorts,running_shoes,regular,hot,lounge,overcoat,0.25
red,olive,gold,athleisure,henley,chinos,derbies,relaxed,hot,date,parka,0.25
silver,white,charcoal,gorpcore,oxford,pleated_trousers,sandals,relaxed,warm,party,none,0.5
silver,blue,black,casual,dress_shirt,pleated_trousers,loafers,skinny,freezing,lounge,puffer,0.65
grey,white,navy,athleisure,tee,cargos,derbies,relaxed,freezing,lounge,bomber,0.5
brown,silver,navy,old_money,dress_shirt,shorts,chelsea_boots,slim,mild,university,gilet,0.5
white,navy,grey,streetwear,sweater,track_pants,sandals,oversized,mild,lounge,puffer,0.5
cream,navy,charcoal,minimal,flannel,pleated_trousers,sneakers,regular,warm,gym,none,0.25
beige,grey,beige,casual,graphic_tee,swim_shorts,boots,oversized,hot,party,trench,0.275
yellow,green,green,old_money,overshirt,swim_shorts,sneakers,relaxed,warm,date,varsity_jacket,0.4
white,brown,white,smart_casual,oxford,carpenter_pants,derbies,slim,hot,date,puffer,0.275
yellow,beige,green,streetwear,sweater,jeans,loafers,regular,mild,travel,none,0.5
navy,black,gold,vintage,polo,track_pants,chunky_sneakers,relaxed,cold,party,varsity_jacket,0.5
yellow,white,cream,old_money,dress_shirt,sweatpants,chunky_sneakers,cropped,cold,travel,trench,0.15
blue,blue,charcoal,casual,hoodie,trousers,sandals,relaxed,cold,business,overcoat,0.0
charcoal,beige,beige,vintage,polo,sweatpants,derbies,regular,warm,gym,windbreaker,0.0
charcoal,brown,navy,minimal,long_sleeve,track_pants,sneakers,oversized,freezing,party,bomber,0.5
gold,red,olive,vintage,henley,swim_shorts,derbies,relaxed,freezing,business,bomber,0.0
yellow,green,burgundy,old_money,graphic_tee,carpenter_pants,slides,cropped,mild,party,parka,0.15
white,green,brown,old_money,flannel,sweatpants,running_shoes,skinny,warm,gym,suit_jacket,0.0
charcoal,burgundy,yellow,gorpcore,turtleneck,chinos,derbies,regular,hot,gym,varsity_jacket,0.0
green,olive,olive,formal,graphic_tee,sweatpants,loafers,relaxed,cold,club,gilet,0.0
beige,charcoal,green,old_money,turtleneck,swim_shorts,slides,slim,hot,business,puffer,0.0
blue,black,gold,casual,overshirt,cargos,loafers,skinny,cold,party,parka,0.5
red,burgundy,grey,athleisure,henley,carpenter_pants,sandals,regular,warm,date,trench,0.5
navy,cream,brown,streetwear,long_sleeve,trousers,sandals,relaxed,mild,university,trench,0.5
grey,blue,olive,casual,flannel,track_pants,loafers,oversized,cold,gym,puffer,0.0
blue,burgundy,silver,athleisure,graphic_tee,cargos,derbies,oversized,warm,date,bomber,0.5
green,charcoal,beige,vintage,polo,swim_shorts,chelsea_boots,cropped,warm,gym,overcoat,0.0
yellow,blue,olive,vintage,graphic_tee,cargos,chelsea_boots,cropped,hot,gym,denim_jacket,0.0
olive,black,white,formal,flannel,pleated_trousers,sandals,slim,hot,party,overcoat,0.0
beige,silver,gold,vintage,cardigan,cargos,chunky_sneakers,relaxed,hot,university,suit_jacket,0.25
navy,red,silver,formal,cardigan,pleated_trousers,sneakers,skinny,freezing,university,bomber,0.5
green,silver,beige,athleisure,sweater,joggers,loafers,skinny,warm,university,none,0.4
navy,cream,olive,gorpcore,long_sleeve,sweatpants,chunky_sneakers,cropped,cold,university,overcoat,0.5
red,gold,olive,vintage,sweater,jeans,boots,relaxed,mild,gym,trench,0.0
olive,charcoal,gold,casual,sweatshirt,joggers,loafers,cropped,hot,university,gilet,0.5
white,silver,black,old_money,graphic_tee,jeans,sandals,cropped,freezing,date,suit_jacket,0.25
green,yellow,burgundy,gorpcore,polo,trousers,running_shoes,cropped,warm,gym,bomber,0.1
white,white,navy,gorpcore,tee,carpenter_pants,chunky_sneakers,regular,hot,party,denim_jacket,0.35
silver,navy,silver,smart_casual,graphic_tee,trousers,boots,regular,mild,party,suit_jacket,0.55
charcoal,brown,grey,old_money,sweatshirt,sweatpants,slides,regular,warm,travel,windbreaker,0.25
grey,blue,yellow,streetwear,oxford,swim_shorts,sandals,relaxed,cold,travel,trench,0.5
gold,silver,blue,smart_casual,dress_shirt,chinos,chelsea_boots,oversized,hot,club,suit_jacket,0.25
gold,burgundy,charcoal,old_money,graphic_tee,swim_shorts,running_shoes,regular,hot,travel,suit_jacket,0.0
beige,blue,white,old_money,turtleneck,carpenter_pants,slides,slim,freezing,date,overcoat,0.65
cream,red,charcoal,vintage,sweatshirt,pleated_trousers,sneakers,cropped,mild,university,parka,0.5
white,blue,silver,minimal,sweatshirt,track_pants,chunky_sneakers,cropped,freezing,travel,windbreaker,0.5
yellow,gold,beige,vintage,hoodie,pleated_trousers,running_shoes,skinny,mild,business,none,0.0
charcoal,silver,gold,athleisure,cardigan,swim_shorts,boots,oversized,hot,university,puffer,0.25
brown,blue,green,minimal,overshirt,jeans,derbies,cropped,freezing,date,bomber,0.5
black,white,cream,minimal,cardigan,pleated_trousers,sneakers,cropped,freezing,business,varsity_jacket,0.5
red,beige,gold,old_money,tee,jeans,chelsea_boots,cropped,cold,travel,leather_jacket,0.4
cream,white,yellow,formal,oxford,track_pants,boots,cropped,freezing,travel,puffer,0.65
blue,black,olive,streetwear,tee,cargos,sneakers,skinny,cold,travel,overcoat,0.5
gold,beige,gold,athleisure,dress_shirt,joggers,derbies,oversized,hot,lounge,denim_jacket,0.275
silver,olive,yellow,streetwear,polo,joggers,running_shoes,relaxed,mild,business,gilet,0.0
silver,black,gold,smart_casual,turtleneck,swim_shorts,slides,slim,freezing,lounge,blazer,0.0
red,gold,cream,gorpcore,tee,joggers,sandals,slim,freezing,lounge,parka,0.65
beige,white,brown,minimal,henley,sweatpants,running_shoes,oversized,warm,party,overcoat,0.5
grey,charcoal,brown,minimal,flannel,track_pants,boots,skinny,hot,party,denim_jacket,0.25
gold,grey,gold,minimal,flannel,pleated_trousers,derbies,cropped,warm,business,trench,0.55
red,yellow,yellow,gorpcore,overshirt,swim_shorts,chelsea_boots,cropped,freezing,lounge,gilet,0.0
silver,blue,olive,casual,turtleneck,sweatpants,slides,relaxed,mild,travel,suit_jacket,0.5
blue,green,blue,gorpcore,tee,track_pants,derbies,cropped,warm,date,bomber,0.55
gold,brown,burgundy,streetwear,oxford,chinos,chelsea_boots,oversized,cold,party,leather_jacket,0.5
green,cream,black,minimal,polo,jeans,sneakers,slim,warm,gym,leather_jacket,0.1
burgundy,olive,brown,vintage,turtleneck,pleated_trousers,slides,oversized,mild,party,denim_jacket,0.5
green,white,green,formal,graphic_tee,track_pants,chelsea_boots,skinny,freezing,gym,none,0.05500000000000001
grey,brown,cream,casual,cardigan,jeans,slides,skinny,warm,party,windbreaker,0.5
green,red,gold,athleisure,sweater,track_pants,slides,skinny,hot,gym,overcoat,0.15
black,brown,olive,minimal,flannel,track_pants,chelsea_boots,slim,mild,business,blazer,0.5
black,charcoal,gold,streetwear,henley,trousers,loafers,relaxed,warm,gym,suit_jacket,0.0
silver,white,black,vintage,tee,track_pants,chelsea_boots,relaxed,cold,gym,trench,0.0
gold,gold,charcoal,smart_casual,turtleneck,carpenter_pants,boots,oversized,warm,travel,parka,0.5
navy,white,olive,vintage,turtleneck,carpenter_pants,derbies,regular,hot,club,bomber,0.25
grey,white,yellow,casual,flannel,pleated_trousers,boots,slim,freezing,date,none,0.2
burgundy,charcoal,blue,formal,dress_shirt,trousers,chelsea_boots,slim,mild,club,none,0.5
charcoal,gold,cream,casual,graphic_tee,track_pants,running_shoes,oversized,warm,university,blazer,0.5
red,yellow,white,casual,flannel,track_pants,sneakers,cropped,warm,date,leather_jacket,0.5
charcoal,green,green,vintage,long_sleeve,trousers,slides,regular,freezing,business,peacoat,0.0
cream,grey,navy,vintage,dress_shirt,chinos,slides,oversized,freezing,university,puffer,0.65
beige,grey,yellow,smart_casual,oxford,carpenter_pants,derbies,skinny,mild,university,puffer,0.5
navy,black,gold,casual,flannel,sweatpants,slides,oversized,cold,business,peacoat,0.0
cream,yellow,blue,gorpcore,hoodie,swim_shorts,chelsea_boots,cropped,mild,gym,none,0.0
cream,brown,blue,casual,sweatshirt,pleated_trousers,derbies,skinny,freezing,party,blazer,0.5
charcoal,silver,green,athleisure,cardigan,carpenter_pants,chelsea_boots,relaxed,cold,university,puffer,0.5
gold,olive,yellow,athleisure,henley,carpenter_pants,sneakers,cropped,warm,date,blazer,0.5
navy,silver,gold,streetwear,hoodie,jeans,sneakers,regular,warm,gym,gilet,0.1
beige,yellow,cream,formal,sweater,shorts,running_shoes,relaxed,cold,university,denim_jacket,0.0
grey,grey,navy,casual,dress_shirt,track_pants,chelsea_boots,oversized,freezing,date,trench,0.5
beige,grey,yellow,minimal,graphic_tee,track_pants,derbies,cropped,mild,business,windbreaker,0.05
burgundy,green,silver,casual,henley,cargos,derbies,slim,mild,party,none,0.5
cream,red,white,athleisure,polo,carpenter_pants,derbies,relaxed,warm,club,leather_jacket,0.5
blue,charcoal,beige,old_money,graphic_tee,joggers,slides,oversized,hot,university,puffer,0.0
red,beige,beige,casual,sweater,trousers,sneakers,relaxed,hot,club,denim_jacket,0.25
black,grey,blue,vintage,graphic_tee,jeans,slides,regular,freezing,business,leather_jacket,0.0
cream,blue,grey,athleisure,tee,shorts,derbies,regular,mild,lounge,blazer,0.5
black,green,charcoal,old_money,hoodie,joggers,derbies,slim,cold,party,gilet,0.25
green,brown,navy,smart_casual,tee,cargos,sandals,skinny,hot,party,overcoat,0.25
blue,charcoal,red,formal,cardigan,shorts,derbies,oversized,freezing,business,denim_jacket,0.0
green,blue,beige,streetwear,sweatshirt,pleated_trousers,boots,skinny,hot,lounge,blazer,0.25
olive,charcoal,red,vintage,henley,cargos,sandals,regular,warm,date,parka,0.5
silver,olive,brown,vintage,tee,chinos,boots,slim,mild,business,denim_jacket,0.5
blue,charcoal,yellow,minimal,cardigan,chinos,chelsea_boots,relaxed,cold,travel,bomber,0.5
green,navy,olive,minimal,overshirt,jeans,derbies,oversized,mild,date,leather_jacket,0.5
gold,burgundy,beige,old_money,henley,shorts,sandals,slim,warm,lounge,trench,0.5
beige,red,brown,minimal,hoodie,joggers,boots,slim,mild,party,leather_jacket,0.5
burgundy,brown,brown,gorpcore,turtleneck,shorts,slides,slim,cold,date,trench,0.5
charcoal,gold,red,streetwear,tee,track_pants,derbies,relaxed,cold,university,peacoat,0.5
gold,white,red,smart_casual,oxford,track_pants,boots,regular,mild,travel,bomber,0.5
grey,blue,white,gorpcore,tee,sweatpants,loafers,slim,cold,gym,parka,0.0
charcoal,gold,green,athleisure,henley,jeans,loafers,cropped,cold,university,parka,0.35
blue,grey,burgundy,old_money,dress_shirt,carpenter_pants,derbies,relaxed,cold,university,none,0.4
navy,beige,grey,smart_casual,hoodie,jeans,chelsea_boots,slim,cold,party,peacoat,0.5
white,olive,burgundy,casual,henley,jeans,sneakers,relaxed,freezing,party,suit_jacket,0.5
red,charcoal,blue,formal,oxford,sweatpants,slides,slim,warm,travel,denim_jacket,0.0
white,grey,brown,old_money,overshirt,jeans,slides,cropped,warm,date,none,0.5
burgundy,olive,beige,smart_casual,turtleneck,swim_shorts,chunky_sneakers,cropped,freezing,university,varsity_jacket,0.0
brown,olive,blue,streetwear,cardigan,carpenter_pants,slides,oversized,mild,travel,parka,0.5
navy,beige,red,gorpcore,polo,shorts,boots,oversized,hot,club,blazer,0.25
cream,brown,green,vintage,dress_shirt,pleated_trousers,sneakers,skinny,hot,travel,none,0.5
blue,beige,olive,casual,tee,cargos,boots,oversized,mild,travel,trench,0.5
navy,black,black,athleisure,tee,sweatpants,chelsea_boots,oversized,hot,date,denim_jacket,0.1
grey,brown,charcoal,old_money,flannel,track_pants,running_shoes,relaxed,freezing,business,blazer,0.0
green,silver,white,vintage,turtleneck,track_pants,sandals,oversized,freezing,gym,leather_jacket,0.25
gold,burgundy,green,gorpcore,henley,trousers,boots,relaxed,mild,date,blazer,0.5
white,gold,cream,streetwear,polo,swim_shorts,sneakers,regular,mild,business,gilet,0.0
green,grey,grey,vintage,flannel,track_pants,boots,slim,warm,business,puffer,0.5
silver,yellow,yellow,old_money,tee,cargos,sandals,skinny,cold,business,gilet,0.0
cream,cream,blue,athleisure,oxford,chinos,sandals,oversized,freezing,university,bomber,0.5
yellow,cream,navy,old_money,overshirt,shorts,slides,relaxed,warm,club,blazer,0.4
silver,yellow,grey,athleisure,henley,joggers,boots,relaxed,freezing,date,suit_jacket,0.5
black,yellow,charcoal,streetwear,flannel,carpenter_pants,boots,oversized,freezing,travel,peacoat,0.5
brown,beige,silver,minimal,long_sleeve,trousers,chunky_sneakers,cropped,cold,gym,trench,0.1
olive,red,silver,gorpcore,hoodie,track_pants,loafers,slim,cold,party,leather_jacket,0.3
gold,burgundy,charcoal,gorpcore,tee,joggers,sneakers,oversized,mild,club,overcoat,0.5
charcoal,cream,gold,streetwear,flannel,chinos,chunky_sneakers,regular,cold,date,varsity_jacket,0.5
